id,school_inep_fk
4101,15085937
4102,15085937
4103,15085937
4108,15085937
4114,15085937
4115,15085937
4116,15085937
4118,15085937
4119,15085937
4120,15085937
4121,15085937
4122,15085937
4123,15085937
4124,15085937
4125,15085937
4734,15085937
4308,15085970
4309,15085970
4310,15085970
4311,15085970
4312,15085970
4313,15085970
3202,15085996
3204,15085996
3206,15085996
3207,15085996
3208,15085996
3209,15085996
3210,15085996
3211,15085996
3212,15085996
3215,15085996
3216,15085996
3217,15085996
4361,15085996
5472,15086054
5473,15086054
5474,15086054
3218,15086070
3219,15086070
3220,15086070
3222,15086070
3223,15086070
3225,15086070
3226,15086070
3227,15086070
3228,15086070
3229,15086070
3230,15086070
3231,15086070
3232,15086070
3233,15086070
3234,15086070
3235,15086070
3236,15086070
3237,15086070
3238,15086070
3239,15086070
3240,15086070
3241,15086070
3242,15086070
3243,15086070
3244,15086070
3245,15086070
4632,15086070
3142,15086089
3143,15086089
3144,15086089
3145,15086089
3146,15086089
3147,15086089
3148,15086089
3149,15086089
3150,15086089
3151,15086089
3152,15086089
3153,15086089
3154,15086089
3155,15086089
3156,15086089
3159,15086089
3160,15086089
3161,15086089
3162,15086089
3163,15086089
3164,15086089
3165,15086089
3166,15086089
4322,15086089
4324,15086089
4325,15086089
3094,15086127
3099,15086127
3101,15086127
3754,15086127
3755,15086127
3756,15086127
3757,15086127
3758,15086127
3759,15086127
3760,15086127
3761,15086127
4998,15086216
5003,15086216
5004,15086216
5005,15086216
5006,15086216
5007,15086216
5086,15086216
5088,15086216
5089,15086216
5090,15086216
5091,15086216
5430,15086259
5466,15086259
3744,15086283
3745,15086283
3746,15086283
3747,15086283
3748,15086283
3749,15086283
3750,15086283
3798,15086283
3799,15086283
3619,15086291
3620,15086291
3622,15086291
3623,15086291
3625,15086291
3626,15086291
3628,15086291
3631,15086291
3687,15086291
3694,15086291
3701,15086291
3709,15086291
3743,15086291
3794,15086291
4106,15086291
4131,15086291
4139,15086291
4145,15086291
4303,15086291
4347,15086291
4348,15086291
4415,15086291
3285,15086348
3286,15086348
3287,15086348
3288,15086348
3289,15086348
3290,15086348
3291,15086348
3292,15086348
3293,15086348
3294,15086348
3295,15086348
3296,15086348
3300,15086348
3301,15086348
3347,15086348
3348,15086348
3104,15086380
3105,15086380
3106,15086380
3107,15086380
3108,15086380
3109,15086380
3110,15086380
3111,15086380
3112,15086380
3113,15086380
3329,15086410
3330,15086410
3331,15086410
3332,15086410
3333,15086410
3334,15086410
3335,15086410
3336,15086410
3337,15086410
3338,15086410
3339,15086410
3340,15086410
3341,15086410
3342,15086410
3343,15086410
3344,15086410
3345,15086410
5253,15086410
3978,15086461
3979,15086461
3980,15086461
3981,15086461
3984,15086461
3985,15086461
3986,15086461
3988,15086461
4854,15086461
4855,15086461
4856,15086461
4857,15086461
4858,15086461
4859,15086461
2741,15086496
3528,15086496
3529,15086496
3530,15086496
3531,15086496
3532,15086496
3534,15086496
3535,15086496
3536,15086496
3537,15086496
3539,15086496
3637,15086496
4881,15086518
4883,15086518
4885,15086518
4886,15086518
4887,15086518
4888,15086518
4889,15086518
4890,15086518
4891,15086518
4983,15086518
4985,15086518
4326,15086526
4327,15086526
4329,15086526
4330,15086526
4331,15086526
4336,15086526
4342,15086526
4343,15086526
4634,15086526
5501,15086542
5502,15086542
5304,15086550
5306,15086550
4349,15086623
4350,15086623
4351,15086623
4352,15086623
4353,15086623
4354,15086623
4355,15086623
4358,15086623
4359,15086623
4360,15086623
5435,15086623
5403,15086631
5404,15086631
5406,15086631
5408,15086631
5456,15086631
4407,15086763
4409,15086763
4413,15086763
4212,15086917
4213,15086917
4214,15086917
4215,15086917
4732,15086917
4874,15086917
4875,15086917
4876,15086917
4877,15086917
5475,15086917
4784,15087026
4785,15087026
4786,15087026
4787,15087026
4788,15087026
4791,15087026
4792,15087026
4794,15087026
4795,15087026
4796,15087026
5066,15087026
5067,15087026
3506,15116034
3507,15116034
3508,15116034
3509,15116034
3512,15116034
